dataset,best_dev_acc,best_dev_f1,best_epoch,final_train_acc,final_train_f1,final_dev_acc,final_dev_f1,fine_tune_mode,lr,epochs,batch_size,hidden_dropout_prob,pooling_config,use_simple_classifier,use_rdrop,rdrop_alpha,weight_decay,max_grad_norm,unuse_schedule,warmup_ratio,run_group,filename,prediction_prefix,checkpoint_path,path
cfimdb,0.9755102040816327,0.9755097960815673,4,0.997070884592853,0.997070884592853,0.9755102040816327,0.9755097960815673,full-model,1e-05,5,8,0.2,last,True,False,1.0,0,,True,,base_model,base-full-lr1e-5-ep5-seed2-full-model-cfimdb-summary.json,base-full-lr1e-5-ep5-seed2-,checkpoints/cfimdb.pt,runs/base_model/base-full-lr1e-5-ep5-seed2-full-model-cfimdb-summary.json
cfimdb,0.9755102040816327,0.9755097960815673,1,0.997070884592853,0.997070884592853,0.9673469387755103,0.9673333333333334,full-model,2e-05,5,8,0.2,last,True,False,1.0,0,,True,,base_model,base-full-lr2e-5-ep5-seed1-full-model-cfimdb-summary.json,base-full-lr2e-5-ep5-seed1-,checkpoints/cfimdb.pt,runs/base_model/base-full-lr2e-5-ep5-seed1-full-model-cfimdb-summary.json
cfimdb,0.9755102040816327,0.9755097960815673,1,0.9947275922671354,0.9947275850294027,0.9714285714285714,0.9714266673331,full-model,1e-05,5,4,0.2,last_mean,True,True,0.5,0.01,1.0,False,0.06,Rdrop-last-mean-simple,Rdrop-last-mean-simple-full-lr1e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json,Rdrop-last-mean-simple-full-lr1e-5-ep5-RdropAlpha0.5-,checkpoints/cfimdb.pt,runs/Rdrop-last-mean-simple/Rdrop-last-mean-simple-full-lr1e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json
cfimdb,0.9755102040816327,0.9755097960815673,0,0.9976567076742824,0.9976567004365374,0.963265306122449,0.9632555116732491,full-model,2e-05,5,4,0.2,last_mean,True,True,0.5,0.01,1.0,False,0.06,Rdrop-last-mean-simple,Rdrop-last-mean-simple-full-lr2e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json,Rdrop-last-mean-simple-full-lr2e-5-ep5-RdropAlpha0.5-,checkpoints/cfimdb.pt,runs/Rdrop-last-mean-simple/Rdrop-last-mean-simple-full-lr2e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json
cfimdb,0.9755102040816327,0.9755065315915755,0,0.9923842999414177,0.9923842581232349,0.9755102040816327,0.9755097960815673,full-model,1e-05,5,4,0.2,last_mean,True,True,1.0,0.01,1.0,False,0.06,Rdrop-last-mean-simple,Rdrop-last-mean-simple-full-lr1e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json,Rdrop-last-mean-simple-full-lr1e-5-ep5-RdropAlpha1.0-,checkpoints/cfimdb.pt,runs/Rdrop-last-mean-simple/Rdrop-last-mean-simple-full-lr1e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json
cfimdb,0.9755102040816327,0.9755065315915755,3,0.997070884592853,0.9970708484037925,0.9755102040816327,0.9755065315915755,full-model,2e-05,5,4,0.2,last_mean,False,True,1.0,0.01,1.0,False,0.06,Rdrop-last-mean-mlp,Rdrop-last-mean-mlp-full-lr2e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json,Rdrop-last-mean-mlp-full-lr2e-5-ep5-RdropAlpha1.0-,checkpoints/cfimdb.pt,runs/Rdrop-last-mean-mlp/Rdrop-last-mean-mlp-full-lr2e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json
cfimdb,0.9755102040816327,0.9755065315915755,3,0.9953134153485648,0.9953134008730747,0.9755102040816327,0.9755065315915755,full-model,2e-05,5,8,0.2,last_mean,False,,,0.01,1.0,False,0.06,no-Rdrop-last-mean,no-Rdrop-last_mean-mlp-full-lr2e-5-ep5-full-model-cfimdb-summary.json,no-Rdrop-last_mean-mlp-full-lr2e-5-ep5-,checkpoints/no-Rdrop-last_mean-full-lr2e-5-ep5-cfimdb.pt,runs/no-Rdrop-last-mean/no-Rdrop-last_mean-mlp-full-lr2e-5-ep5-full-model-cfimdb-summary.json
cfimdb,0.9714285714285714,0.9714285714285714,1,0.9935559461042766,0.9935559107196603,0.9714285714285714,0.971420953523638,full-model,1e-05,5,4,0.2,last_mean,False,True,2.0,0.01,1.0,False,0.06,Rdrop-last-mean-mlp,Rdrop-last-mean-mlp-full-lr1e-5-ep5-RdropAlpha2.0-full-model-cfimdb-summary.json,Rdrop-last-mean-mlp-full-lr1e-5-ep5-RdropAlpha2.0-,checkpoints/cfimdb.pt,runs/Rdrop-last-mean-mlp/Rdrop-last-mean-mlp-full-lr1e-5-ep5-RdropAlpha2.0-full-model-cfimdb-summary.json
cfimdb,0.9714285714285714,0.9714266673331,2,0.9958992384299942,0.9958992159125112,0.963265306122449,0.9632555116732491,full-model,2e-05,5,8,0.2,,False,,,0.01,1.0,False,0.06,no-Rdrop-mlp,no-Rdrop-mlp-full-lr2e-5-ep5-full-model-cfimdb-summary.json,no-Rdrop-mlp-full-lr2e-5-ep5-,checkpoints/no-Rdrop-full-lr2e-5-ep5-cfimdb.pt,runs/no-Rdrop-mlp/no-Rdrop-mlp-full-lr2e-5-ep5-full-model-cfimdb-summary.json
cfimdb,0.9714285714285714,0.9714266673331,0,0.9988283538371412,0.9988283502182687,0.9673469387755103,0.9673333333333334,full-model,1e-05,5,8,0.2,,True,,,0,,True,,base_model,base-full-lr1e-5-ep5-full-model-cfimdb-summary.json,base-full-lr1e-5-ep5-,checkpoints/base-full-lr1e-5-ep5-cfimdb.pt,runs/base_model/base-full-lr1e-5-ep5-full-model-cfimdb-summary.json
cfimdb,0.9714285714285714,0.9714266673331,0,0.9982425307557118,0.9982425283431342,0.9714285714285714,0.971420953523638,full-model,2e-05,5,8,0.2,,True,,,0,,True,,base_model,base-full-lr2e-5-ep5-full-model-cfimdb-summary.json,base-full-lr2e-5-ep5-,checkpoints/base-full-lr2e-5-ep5-cfimdb.pt,runs/base_model/base-full-lr2e-5-ep5-full-model-cfimdb-summary.json
cfimdb,0.9714285714285714,0.9714266673331,4,0.9982425307557118,0.9982425211053618,0.9714285714285714,0.9714266673331,full-model,2e-05,5,8,0.2,last,True,False,1.0,0,,True,,base_model,base-full-lr2e-5-ep5-seed0-full-model-cfimdb-summary.json,base-full-lr2e-5-ep5-seed0-,checkpoints/cfimdb.pt,runs/base_model/base-full-lr2e-5-ep5-seed0-full-model-cfimdb-summary.json
cfimdb,0.9714285714285714,0.9714266673331,1,0.9906268306971294,0.9906259009596508,0.9306122448979591,0.9303849303849303,full-model,2e-05,5,8,0.2,last,True,False,1.0,0,,True,,base_model,base-full-lr2e-5-ep5-seed2-full-model-cfimdb-summary.json,base-full-lr2e-5-ep5-seed2-,checkpoints/cfimdb.pt,runs/base_model/base-full-lr2e-5-ep5-seed2-full-model-cfimdb-summary.json
cfimdb,0.9673469387755103,0.9673420421221007,4,0.9935559461042766,0.9935559107196603,0.9673469387755103,0.9673420421221007,full-model,1e-05,5,8,0.2,,True,,,0.01,1.0,False,0.06,no-Rdrop-simple,no-Rdrop-simple-full-lr1e-5-ep5-full-model-cfimdb-summary.json,no-Rdrop-simple-full-lr1e-5-ep5-,checkpoints/no-Rdrop-simple-full-lr1e-5-ep5-cfimdb.pt,runs/no-Rdrop-simple/no-Rdrop-simple-full-lr1e-5-ep5-full-model-cfimdb-summary.json
cfimdb,0.963265306122449,0.9632555116732491,3,0.9917984768599882,0.9917984064926364,0.963265306122449,0.9632555116732491,full-model,1e-05,5,8,0.2,,False,,,0.01,1.0,False,0.06,no-Rdrop-mlp,no-Rdrop-mlp-full-lr1e-5-ep5-full-model-cfimdb-summary.json,no-Rdrop-mlp-full-lr1e-5-ep5-,checkpoints/no-Rdrop-full-lr1e-5-ep5-cfimdb.pt,runs/no-Rdrop-mlp/no-Rdrop-mlp-full-lr1e-5-ep5-full-model-cfimdb-summary.json
cfimdb,0.9591836734693877,0.9591666666666667,3,0.9976567076742824,0.9976566875693247,0.9551020408163265,0.9550541185103651,full-model,1e-05,5,8,0.2,last,True,False,1.0,0,,True,,base_model,base-full-lr1e-5-ep5-seed0-full-model-cfimdb-summary.json,base-full-lr1e-5-ep5-seed0-,checkpoints/cfimdb.pt,runs/base_model/base-full-lr1e-5-ep5-seed0-full-model-cfimdb-summary.json
cfimdb,0.9591836734693877,0.9591666666666667,1,0.9923842999414177,0.9923842999414176,0.9510204081632653,0.9509803921568628,full-model,1e-05,5,4,0.2,mean,True,True,0.5,0.01,1.0,False,0.06,Rdrop-mean-simple,Rdrop-mean-simple-full-lr1e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json,Rdrop-mean-simple-full-lr1e-5-ep5-RdropAlpha0.5-,checkpoints/cfimdb.pt,runs/Rdrop-mean-simple/Rdrop-mean-simple-full-lr1e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json
cfimdb,0.9551020408163265,0.9550990486663,1,0.9900410076157,0.9900410076157,0.9469387755102041,0.9468821400577043,full-model,1e-05,5,4,0.2,mean,True,True,1.0,0.01,1.0,False,0.06,Rdrop-mean-simple,Rdrop-mean-simple-full-lr1e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json,Rdrop-mean-simple-full-lr1e-5-ep5-RdropAlpha1.0-,checkpoints/cfimdb.pt,runs/Rdrop-mean-simple/Rdrop-mean-simple-full-lr1e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json
cfimdb,0.9551020408163265,0.9550990486663,1,0.9900410076157,0.9900410076157,0.9469387755102041,0.9469069329377052,full-model,1e-05,5,4,0.2,mean,True,True,2.0,0.01,1.0,False,0.06,Rdrop-mean-simple,Rdrop-mean-simple-full-lr1e-5-ep5-RdropAlpha2.0-full-model-cfimdb-summary.json,Rdrop-mean-simple-full-lr1e-5-ep5-RdropAlpha2.0-,checkpoints/cfimdb.pt,runs/Rdrop-mean-simple/Rdrop-mean-simple-full-lr1e-5-ep5-RdropAlpha2.0-full-model-cfimdb-summary.json
cfimdb,0.9551020408163265,0.9550750971011353,1,0.9912126537785588,0.9912126055268096,0.9428571428571428,0.9428104575163399,full-model,2e-05,5,4,0.2,mean,True,True,2.0,0.01,1.0,False,0.06,Rdrop-mean-simple,Rdrop-mean-simple-full-lr2e-5-ep5-RdropAlpha2.0-full-model-cfimdb-summary.json,Rdrop-mean-simple-full-lr2e-5-ep5-RdropAlpha2.0-,checkpoints/cfimdb.pt,runs/Rdrop-mean-simple/Rdrop-mean-simple-full-lr2e-5-ep5-RdropAlpha2.0-full-model-cfimdb-summary.json
cfimdb,0.9551020408163265,0.9550750971011353,3,0.987111892208553,0.9871118877854987,0.9469387755102041,0.9469069329377052,full-model,1e-05,5,4,0.2,mean,False,True,2.0,0.01,1.0,False,0.06,Rdrop-mean-mlp,Rdrop-mean-mlp-full-lr1e-5-ep5-RdropAlpha2.0-full-model-cfimdb-summary.json,Rdrop-mean-mlp-full-lr1e-5-ep5-RdropAlpha2.0-,checkpoints/cfimdb.pt,runs/Rdrop-mean-mlp/Rdrop-mean-mlp-full-lr1e-5-ep5-RdropAlpha2.0-full-model-cfimdb-summary.json
cfimdb,0.9551020408163265,0.9550750971011351,1,0.9958992384299942,0.9958992328006466,0.9510204081632653,0.9509803921568628,full-model,2e-05,5,4,0.2,mean,False,True,1.0,0.01,1.0,False,0.06,Rdrop-mean-mlp,Rdrop-mean-mlp-full-lr2e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json,Rdrop-mean-mlp-full-lr2e-5-ep5-RdropAlpha1.0-,checkpoints/cfimdb.pt,runs/Rdrop-mean-mlp/Rdrop-mean-mlp-full-lr2e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json
cfimdb,0.9551020408163265,0.9550541185103651,2,0.9912126537785588,0.9912126417156712,0.9510204081632653,0.9509803921568628,full-model,1e-05,5,4,0.2,mean,False,True,0.5,0.01,1.0,False,0.06,Rdrop-mean-mlp,Rdrop-mean-mlp-full-lr1e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json,Rdrop-mean-mlp-full-lr1e-5-ep5-RdropAlpha0.5-,checkpoints/cfimdb.pt,runs/Rdrop-mean-mlp/Rdrop-mean-mlp-full-lr1e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json
cfimdb,0.9551020408163265,0.9550541185103651,0,0.9976567076742824,0.9976567068700907,0.9428571428571428,0.9428333333333334,full-model,2e-05,5,4,0.2,mean,False,True,0.5,0.01,1.0,False,0.06,Rdrop-mean-mlp,Rdrop-mean-mlp-full-lr2e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json,Rdrop-mean-mlp-full-lr2e-5-ep5-RdropAlpha0.5-,checkpoints/cfimdb.pt,runs/Rdrop-mean-mlp/Rdrop-mean-mlp-full-lr2e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json
cfimdb,0.9510204081632653,0.9510195921631348,1,0.9964850615114236,0.996485050654806,0.9510204081632653,0.9510000000000001,full-model,2e-05,5,4,0.2,mean,True,True,0.5,0.01,1.0,False,0.06,Rdrop-mean-simple,Rdrop-mean-simple-full-lr2e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json,Rdrop-mean-simple-full-lr2e-5-ep5-RdropAlpha0.5-,checkpoints/cfimdb.pt,runs/Rdrop-mean-simple/Rdrop-mean-simple-full-lr2e-5-ep5-RdropAlpha0.5-full-model-cfimdb-summary.json
cfimdb,0.9510204081632653,0.9510000000000001,1,0.994141769185706,0.9941417671752267,0.9428571428571428,0.9428104575163399,full-model,2e-05,5,4,0.2,mean,True,True,1.0,0.01,1.0,False,0.06,Rdrop-mean-simple,Rdrop-mean-simple-full-lr2e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json,Rdrop-mean-simple-full-lr2e-5-ep5-RdropAlpha1.0-,checkpoints/cfimdb.pt,runs/Rdrop-mean-simple/Rdrop-mean-simple-full-lr2e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json
cfimdb,0.9469387755102041,0.946938775510204,1,0.9947275922671354,0.9947275922671353,0.9346938775510204,0.9346666666666666,full-model,2e-05,5,4,0.2,mean,False,True,2.0,0.01,1.0,False,0.06,Rdrop-mean-mlp,Rdrop-mean-mlp-full-lr2e-5-ep5-RdropAlpha2.0-full-model-cfimdb-summary.json,Rdrop-mean-mlp-full-lr2e-5-ep5-RdropAlpha2.0-,checkpoints/cfimdb.pt,runs/Rdrop-mean-mlp/Rdrop-mean-mlp-full-lr2e-5-ep5-RdropAlpha2.0-full-model-cfimdb-summary.json
cfimdb,0.9469387755102041,0.9469352393329002,3,0.9853544229642648,0.9853542420189627,0.9469387755102041,0.9469352393329002,full-model,1e-05,5,8,0.2,mean,False,,,0.01,1.0,False,0.06,no-Rdrop-mean-mlp,no-Rdrop-mean-mlp-full-lr1e-5-ep5-full-model-cfimdb-summary.json,no-Rdrop-mean-mlp-full-lr1e-5-ep5-,checkpoints/no-Rdrop-mean-full-lr1e-5-ep5-cfimdb.pt,runs/no-Rdrop-mean-mlp/no-Rdrop-mean-mlp-full-lr1e-5-ep5-full-model-cfimdb-summary.json
cfimdb,0.9469387755102041,0.9469352393329002,1,0.9947275922671354,0.9947275922671353,0.9469387755102041,0.9469069329377052,full-model,2e-05,5,8,0.2,mean,False,,,0.01,1.0,False,0.06,no-Rdrop-mean-mlp,no-Rdrop-mean-mlp-full-lr2e-5-ep5-full-model-cfimdb-summary.json,no-Rdrop-mean-mlp-full-lr2e-5-ep5-,checkpoints/no-Rdrop-mean-full-lr2e-5-ep5-cfimdb.pt,runs/no-Rdrop-mean-mlp/no-Rdrop-mean-mlp-full-lr2e-5-ep5-full-model-cfimdb-summary.json
cfimdb,0.9469387755102041,0.9469352393329001,1,0.9882835383714118,0.9882835343504535,0.9428571428571428,0.9428485737136763,full-model,1e-05,5,4,0.2,mean,False,True,1.0,0.01,1.0,False,0.06,Rdrop-mean-mlp,Rdrop-mean-mlp-full-lr1e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json,Rdrop-mean-mlp-full-lr1e-5-ep5-RdropAlpha1.0-,checkpoints/cfimdb.pt,runs/Rdrop-mean-mlp/Rdrop-mean-mlp-full-lr1e-5-ep5-RdropAlpha1.0-full-model-cfimdb-summary.json
cfimdb,0.9020408163265307,0.9020261263663023,6,0.9197422378441711,0.9197394833940742,0.8857142857142857,0.8854834401709402,last-linear-layer,0.001,10,8,0.2,last_mean,True,True,2.0,0.01,1.0,False,0.06,Rdrop-last-mean-simple,Rdrop-last-mean-simple-linear-RdropAlpha2.0-last-linear-layer-cfimdb-summary.json,Rdrop-last-mean-simple-linear-RdropAlpha2.0-,checkpoints/cfimdb.pt,runs/Rdrop-last-mean-simple/Rdrop-last-mean-simple-linear-RdropAlpha2.0-last-linear-layer-cfimdb-summary.json
cfimdb,0.9020408163265307,0.9019607843137254,6,0.9238429994141769,0.9238314715961513,0.8938775510204081,0.8936631944444444,last-linear-layer,0.001,10,8,0.2,last_mean,True,True,0.5,0.01,1.0,False,0.06,Rdrop-last-mean-simple,Rdrop-last-mean-simple-linear-RdropAlpha0.5-last-linear-layer-cfimdb-summary.json,Rdrop-last-mean-simple-linear-RdropAlpha0.5-,checkpoints/cfimdb.pt,runs/Rdrop-last-mean-simple/Rdrop-last-mean-simple-linear-RdropAlpha0.5-last-linear-layer-cfimdb-summary.json
cfimdb,0.9020408163265307,0.9019607843137254,6,0.9238429994141769,0.9238417187178256,0.8979591836734694,0.8977137990347522,last-linear-layer,0.001,10,8,0.2,last_mean,True,True,1.0,0.01,1.0,False,0.06,Rdrop-last-mean-simple,Rdrop-last-mean-simple-linear-RdropAlpha1.0-last-linear-layer-cfimdb-summary.json,Rdrop-last-mean-simple-linear-RdropAlpha1.0-,checkpoints/cfimdb.pt,runs/Rdrop-last-mean-simple/Rdrop-last-mean-simple-linear-RdropAlpha1.0-last-linear-layer-cfimdb-summary.json
cfimdb,0.8938775510204081,0.8937341518750834,7,0.90099589923843,0.9007320795360112,0.8775510204081632,0.8764622831787012,last-linear-layer,0.001,10,8,0.2,last_mean,False,,,0.01,1.0,False,0.06,no-Rdrop-last-mean,no-Rdrop-last_mean-mlp-linear-last-linear-layer-cfimdb-summary.json,no-Rdrop-last_mean-mlp-linear-,checkpoints/no-Rdrop-last_mean-linear-cfimdb.pt,runs/no-Rdrop-last-mean/no-Rdrop-last_mean-mlp-linear-last-linear-layer-cfimdb-summary.json
cfimdb,0.8857142857142857,0.8855598558654745,7,0.9033391915641477,0.9032350492817396,0.8857142857142857,0.8854834401709402,last-linear-layer,0.001,10,8,0.2,mean,False,True,0.5,0.01,1.0,False,0.06,Rdrop-mean-mlp,Rdrop-mean-mlp-linear-RdropAlpha0.5-last-linear-layer-cfimdb-summary.json,Rdrop-mean-mlp-linear-RdropAlpha0.5-,checkpoints/cfimdb.pt,runs/Rdrop-mean-mlp/Rdrop-mean-mlp-linear-RdropAlpha0.5-last-linear-layer-cfimdb-summary.json
cfimdb,0.8857142857142857,0.8855598558654745,7,0.888107791446983,0.887658092092682,0.8612244897959184,0.8601973684210527,last-linear-layer,0.001,10,8,0.2,mean,False,,,0.01,1.0,False,0.06,no-Rdrop-mean-mlp,no-Rdrop-mean-mlp-linear-last-linear-layer-cfimdb-summary.json,no-Rdrop-mean-mlp-linear-,checkpoints/no-Rdrop-mean-linear-cfimdb.pt,runs/no-Rdrop-mean-mlp/no-Rdrop-mean-mlp-linear-last-linear-layer-cfimdb-summary.json
cfimdb,0.8816326530612245,0.8814351272423864,7,0.8957234915055653,0.8955528330528331,0.8693877551020408,0.8688963210702341,last-linear-layer,0.001,10,8,0.2,mean,False,True,1.0,0.01,1.0,False,0.06,Rdrop-mean-mlp,Rdrop-mean-mlp-linear-RdropAlpha1.0-last-linear-layer-cfimdb-summary.json,Rdrop-mean-mlp-linear-RdropAlpha1.0-,checkpoints/cfimdb.pt,runs/Rdrop-mean-mlp/Rdrop-mean-mlp-linear-RdropAlpha1.0-last-linear-layer-cfimdb-summary.json
cfimdb,0.8816326530612245,0.8806704623704673,7,0.9074399531341535,0.9071761528210665,0.8693877551020408,0.868013468013468,last-linear-layer,0.001,10,8,0.2,last_mean,False,True,0.5,0.01,1.0,False,0.06,Rdrop-last-mean-mlp,Rdrop-last-mean-mlp-linear-RdropAlpha0.5-last-linear-layer-cfimdb-summary.json,Rdrop-last-mean-mlp-linear-RdropAlpha0.5-,checkpoints/cfimdb.pt,runs/Rdrop-last-mean-mlp/Rdrop-last-mean-mlp-linear-RdropAlpha0.5-last-linear-layer-cfimdb-summary.json
cfimdb,0.8734693877551021,0.8727827004572788,6,0.8922085530169889,0.8920110571699698,0.8734693877551021,0.8729274373002727,last-linear-layer,0.001,10,8,0.2,mean,False,True,2.0,0.01,1.0,False,0.06,Rdrop-mean-mlp,Rdrop-mean-mlp-linear-RdropAlpha2.0-last-linear-layer-cfimdb-summary.json,Rdrop-mean-mlp-linear-RdropAlpha2.0-,checkpoints/cfimdb.pt,runs/Rdrop-mean-mlp/Rdrop-mean-mlp-linear-RdropAlpha2.0-last-linear-layer-cfimdb-summary.json
cfimdb,0.8693877551020408,0.8690189788826517,4,0.8986526069127123,0.898303596364687,0.8571428571428571,0.8557587175562247,last-linear-layer,0.001,10,8,0.2,last_mean,False,True,1.0,0.01,1.0,False,0.06,Rdrop-last-mean-mlp,Rdrop-last-mean-mlp-linear-RdropAlpha1.0-last-linear-layer-cfimdb-summary.json,Rdrop-last-mean-mlp-linear-RdropAlpha1.0-,checkpoints/cfimdb.pt,runs/Rdrop-last-mean-mlp/Rdrop-last-mean-mlp-linear-RdropAlpha1.0-last-linear-layer-cfimdb-summary.json
